SA2 - Residence,SA2 - Place of Work,Count
St Marys - Colyton,Newtown - Camperdown - Darlington,7
Auburn,Newtown - Camperdown - Darlington,52
Homebush Bay - Silverwater,Newtown - Camperdown - Darlington,43
Lidcombe - Regents Park,Newtown - Camperdown - Darlington,73
Carlingford,Newtown - Camperdown - Darlington,58
Ermington - Rydalmere,Newtown - Camperdown - Darlington,37
Oatlands - Dundas Valley,Newtown - Camperdown - Darlington,39
Chester Hill - Sefton,Newtown - Camperdown - Darlington,34
Fairfield - East,Newtown - Camperdown - Darlington,10
Granville - Clyde,Newtown - Camperdown - Darlington,25
Greystanes - Pemulwuy,Newtown - Camperdown - Darlington,23
Guildford - South Granville,Newtown - Camperdown - Darlington,15
Guildford West - Merrylands West,Newtown - Camperdown - Darlington,20
Merrylands - Holroyd,Newtown - Camperdown - Darlington,34
Girraween - Westmead,Newtown - Camperdown - Darlington,50
North Parramatta,Newtown - Camperdown - Darlington,31
North Rocks,Newtown - Camperdown - Darlington,14
Northmead,Newtown - Camperdown - Darlington,37
Parramatta - Rosehill,Newtown - Camperdown - Darlington,44
Toongabbie - Constitution Hill,Newtown - Camperdown - Darlington,34
Winston Hills,Newtown - Camperdown - Darlington,8
Epping - North Epping,Newtown - Camperdown - Darlington,97
Pennant Hills - Cheltenham,Newtown - Camperdown - Darlington,54
Eastwood - Denistone,Newtown - Camperdown - Darlington,68
Gladesville - Huntleys Point,Newtown - Camperdown - Darlington,63
Hunters Hill - Woolwich,Newtown - Camperdown - Darlington,44
Macquarie Park - Marsfield,Newtown - Camperdown - Darlington,38
North Ryde - East Ryde,Newtown - Camperdown - Darlington,34
Ryde - Putney,Newtown - Camperdown - Darlington,79
West Ryde - Meadowbank,Newtown - Camperdown - Darlington,82
Ashcroft - Busby - Miller,Newtown - Camperdown - Darlington,6
Badgerys Creek - Greendale,Newtown - Camperdown - Darlington,5
Cobbitty - Leppington,Newtown - Camperdown - Darlington,3
Green Valley - Cecil Hills,Newtown - Camperdown - Darlington,21
Hoxton Park - Horningsea Park,Newtown - Camperdown - Darlington,19
Bonnyrigg Heights - Bonnyrigg,Newtown - Camperdown - Darlington,7
Bossley Park - Abbotsbury,Newtown - Camperdown - Darlington,25
Cabramatta - Lansvale,Newtown - Camperdown - Darlington,23
Cabramatta West - Mount Pritchard,Newtown - Camperdown - Darlington,11
Canley Vale - Canley Heights,Newtown - Camperdown - Darlington,15
Edensor Park,Newtown - Camperdown - Darlington,14
Fairfield,Newtown - Camperdown - Darlington,10
Fairfield - West,Newtown - Camperdown - Darlington,23
Greenfield Park - Prairiewood,Newtown - Camperdown - Darlington,11
Horsley Park - Kemps Creek,Newtown - Camperdown - Darlington,3
Smithfield - Wetherill Park,Newtown - Camperdown - Darlington,12
St Johns Park - Wakeley,Newtown - Camperdown - Darlington,14
Casula,Newtown - Camperdown - Darlington,14
Chipping Norton - Moorebank,Newtown - Camperdown - Darlington,24
Holsworthy - Wattle Grove,Newtown - Camperdown - Darlington,43
Liverpool - Warwick Farm,Newtown - Camperdown - Darlington,28
Prestons - Lurnea,Newtown - Camperdown - Darlington,30
Caringbah - Lilli Pilli,Newtown - Camperdown - Darlington,59
Cronulla - Kurnell - Bundeena,Newtown - Camperdown - Darlington,79
Gymea - Grays Point,Newtown - Camperdown - Darlington,42
Miranda - Yowie Bay,Newtown - Camperdown - Darlington,33
Sylvania - Taren Point,Newtown - Camperdown - Darlington,31
Engadine - Loftus,Newtown - Camperdown - Darlington,50
Heathcote - Waterfall,Newtown - Camperdown - Darlington,9
Illawong - Alfords Point,Newtown - Camperdown - Darlington,25
Menai - Lucas Heights - Woronora,Newtown - Camperdown - Darlington,55
Oyster Bay - Como - Jannali,Newtown - Camperdown - Darlington,60
Sutherland - Kirrawee,Newtown - Camperdown - Darlington,69
No Usual Address (NSW),Newtown - Camperdown - Darlington,22
Queanbeyan Region,Potts Point - Woolloomooloo,5
Queanbeyan West - Jerrabomberra,Potts Point - Woolloomooloo,5
Jindabyne - Berridale,Potts Point - Woolloomooloo,7
Avoca Beach - Copacabana,Potts Point - Woolloomooloo,5
Erina - Green Point,Potts Point - Woolloomooloo,13
Gosford - Springfield,Potts Point - Woolloomooloo,23
Kariong,Potts Point - Woolloomooloo,8
Narara,Potts Point - Woolloomooloo,5
Niagara Park - Lisarow,Potts Point - Woolloomooloo,8
Point Clare - Koolewong,Potts Point - Woolloomooloo,8
Terrigal - North Avoca,Potts Point - Woolloomooloo,3
Umina - Booker Bay - Patonga,Potts Point - Woolloomooloo,10
Woy Woy - Blackwall,Potts Point - Woolloomooloo,6
Wyoming,Potts Point - Woolloomooloo,3
Bateau Bay - Killarney Vale,Potts Point - Woolloomooloo,4
Blue Haven - San Remo,Potts Point - Woolloomooloo,4
Chittaway Bay - Tumbi Umbi,Potts Point - Woolloomooloo,9
Gorokan - Kanwal - Charmhaven,Potts Point - Woolloomooloo,4
Ourimbah - Fountaindale,Potts Point - Woolloomooloo,5
The Entrance,Potts Point - Woolloomooloo,5
Toukley - Norah Head,Potts Point - Woolloomooloo,4
Tuggerah - Kangy Angy,Potts Point - Woolloomooloo,3
Warnervale - Wadalba,Potts Point - Woolloomooloo,10
Wyong,Potts Point - Woolloomooloo,6
Lithgow Region,Potts Point - Woolloomooloo,3
Singleton,Potts Point - Woolloomooloo,7
Williamtown - Medowie - Karuah,Potts Point - Woolloomooloo,3
Berkeley - Warrawong - Windang,Potts Point - Woolloomooloo,7
Dapto - Avondale,Potts Point - Woolloomooloo,8
Horsley - Kembla Grange,Potts Point - Woolloomooloo,4
Unanderra - Mount Kembla,Potts Point - Woolloomooloo,3
Albion Park - Macquarie Pass,Potts Point - Woolloomooloo,3
Albion Park Rail,Potts Point - Woolloomooloo,8
Kiama Downs - Minnamurra,Potts Point - Woolloomooloo,3
Shellharbour - Flinders,Potts Point - Woolloomooloo,5
Warilla,Potts Point - Woolloomooloo,4
Balgownie - Fairy Meadow,Potts Point - Woolloomooloo,3
Corrimal - Tarrawanna - Bellambi,Potts Point - Woolloomooloo,3
Figtree - Keiraville,Potts Point - Woolloomooloo,3
Helensburgh,Potts Point - Woolloomooloo,7
Thirroul - Austinmer - Coalcliff,Potts Point - Woolloomooloo,7
Wollongong,Potts Point - Woolloomooloo,7
Woonona - Bulli - Russell Vale,Potts Point - Woolloomooloo,13
Belmont - Bennetts Green,Potts Point - Woolloomooloo,3
Charlestown - Dudley,Potts Point - Woolloomooloo,3
Swansea - Caves Beach,Potts Point - Woolloomooloo,3
Adamstown - Kotara,Potts Point - Woolloomooloo,3
Newcastle - Cooks Hill,Potts Point - Woolloomooloo,3
Berry - Kangaroo Valley,Potts Point - Woolloomooloo,6
Huskisson - Vincentia,Potts Point - Woolloomooloo,4
North Nowra - Bomaderry,Potts Point - Woolloomooloo,12
Nowra,Potts Point - Woolloomooloo,12
St Georges Basin - Erowal Bay,Potts Point - Woolloomooloo,4
Ulladulla Region,Potts Point - Woolloomooloo,3
Bowral,Potts Point - Woolloomooloo,3
Mittagong,Potts Point - Woolloomooloo,3
Moss Vale - Berrima,Potts Point - Woolloomooloo,3
Southern Highlands,Potts Point - Woolloomooloo,5
Baulkham Hills (East),Potts Point - Woolloomooloo,31
Baulkham Hills (West) - Bella Vista,Potts Point - Woolloomooloo,14
Castle Hill,Potts Point - Woolloomooloo,30
Cherrybrook,Potts Point - Woolloomooloo,21
Glenhaven,Potts Point - Woolloomooloo,5
Kellyville,Potts Point - Woolloomooloo,22
West Pennant Hills,Potts Point - Woolloomooloo,23
Dural - Kenthurst - Wisemans Ferry,Potts Point - Woolloomooloo,8
Galston - Laughtondale,Potts Point - Woolloomooloo,9
Kurrajong Heights - Ebenezer,Potts Point - Woolloomooloo,4
Pitt Town - McGraths Hill,Potts Point - Woolloomooloo,3
Rouse Hill - Beaumont Hills,Potts Point - Woolloomooloo,14
Blacktown (East) - Kings Park,Potts Point - Woolloomooloo,8
Blacktown (North) - Marayong,Potts Point - Woolloomooloo,12
Blacktown (South),Potts Point - Woolloomooloo,17
Doonside - Woodcroft,Potts Point - Woolloomooloo,27
Lalor Park - Kings Langley,Potts Point - Woolloomooloo,22
Seven Hills - Toongabbie,Potts Point - Woolloomooloo,28
Glenwood,Potts Point - Woolloomooloo,6
Parklea - Kellyville Ridge,Potts Point - Woolloomooloo,20
Quakers Hill - Acacia Gardens,Potts Point - Woolloomooloo,22
Riverstone - Marsden Park,Potts Point - Woolloomooloo,3
Bidwill - Hebersham - Emerton,Potts Point - Woolloomooloo,3
Glendenning Dean Park,Potts Point - Woolloomooloo,10
Hassall Grove - Plumpton,Potts Point - Woolloomooloo,14
Lethbridge Park - Tregear,Potts Point - Woolloomooloo,7
Mount Druitt - Whalan,Potts Point - Woolloomooloo,16
Rooty Hill - Minchinbury,Potts Point - Woolloomooloo,22
Botany,Potts Point - Woolloomooloo,68
Mascot - Eastlakes,Potts Point - Woolloomooloo,101
Pagewood - Hillsdale - Daceyville,Potts Point - Woolloomooloo,51
Marrickville,Potts Point - Woolloomooloo,123
Petersham - Stanmore,Potts Point - Woolloomooloo,106
Sydenham - Tempe - St Peters,Potts Point - Woolloomooloo,44
Darlinghurst,Potts Point - Woolloomooloo,250
Erskineville - Alexandria,Potts Point - Woolloomooloo,154
Glebe - Forest Lodge,Potts Point - Woolloomooloo,103
Newtown - Camperdown - Darlington,Potts Point - Woolloomooloo,135
Potts Point - Woolloomooloo,Potts Point - Woolloomooloo,1714
Pyrmont - Ultimo,Potts Point - Woolloomooloo,124
Redfern - Chippendale,Potts Point - Woolloomooloo,131
Surry Hills,Potts Point - Woolloomooloo,154
Sydney - Haymarket - The Rocks,Potts Point - Woolloomooloo,109
Waterloo - Beaconsfield,Potts Point - Woolloomooloo,271
Bondi - Tamarama - Bronte,Potts Point - Woolloomooloo,128
Bondi Beach - North Bondi,Potts Point - Woolloomooloo,176
Bondi Junction - Waverly,Potts Point - Woolloomooloo,134
Double Bay - Bellevue Hill,Potts Point - Woolloomooloo,237
Dover Heights,Potts Point - Woolloomooloo,66
Paddington - Moore Park,Potts Point - Woolloomooloo,133
Rose Bay - Vaucluse - Watsons Bay,Potts Point - Woolloomooloo,103
Woollahra,Potts Point - Woolloomooloo,64
Coogee - Clovelly,Potts Point - Woolloomooloo,191
Kensington - Kingsford,Potts Point - Woolloomooloo,146
Malabar - La Perouse - Chifley,Potts Point - Woolloomooloo,73
Maroubra,Potts Point - Woolloomooloo,179
Randwick,Potts Point - Woolloomooloo,210
Bankstown,Potts Point - Woolloomooloo,20
Bass Hill - Georges Hall,Potts Point - Woolloomooloo,10
Condell Park,Potts Point - Woolloomooloo,8
Greenacre - Mount Lewis,Potts Point - Woolloomooloo,18
Padstow,Potts Point - Woolloomooloo,21
Panania - Milperra - Picnic Point,Potts Point - Woolloomooloo,32
Revesby,Potts Point - Woolloomooloo,21
Yagoona - Birrong,Potts Point - Woolloomooloo,16
Belmore - Belfield,Potts Point - Woolloomooloo,17
Canterbury (South) - Campsie,Potts Point - Woolloomooloo,68
Kingsgrove (North) - Earlwood,Potts Point - Woolloomooloo,46
Lakemba - Wiley Park,Potts Point - Woolloomooloo,36
Punchbowl,Potts Point - Woolloomooloo,17
Roselands,Potts Point - Woolloomooloo,13
Hurstville,Potts Point - Woolloomooloo,41
Mortdale - Penshurst,Potts Point - Woolloomooloo,71
Narwee - Beverly Hills,Potts Point - Woolloomooloo,27
Oatley - Hurstville Grove,Potts Point - Woolloomooloo,39
Peakhurst - Lugarno,Potts Point - Woolloomooloo,21
Riverwood,Potts Point - Woolloomooloo,17
South Hurstville - Blakehurst,Potts Point - Woolloomooloo,47
Arncliffe - Bardwell Valley,Potts Point - Woolloomooloo,52
Bexley,Potts Point - Woolloomooloo,63
Kingsgrove (South) - Bardwell Park,Potts Point - Woolloomooloo,30
Kogarah,Potts Point - Woolloomooloo,49
Kogarah Bay - Carlton - Allawah,Potts Point - Woolloomooloo,46
Monterey - Brighton-le-Sands - Kyeemagh,Potts Point - Woolloomooloo,33
Rockdale - Banksia,Potts Point - Woolloomooloo,80
Sans Souci - Ramsgate,Potts Point - Woolloomooloo,31
Concord - Mortlake - Cabarita,Potts Point - Woolloomooloo,42
Concord West - North Strathfield,Potts Point - Woolloomooloo,117
Drummoyne - Rodd Point,Potts Point - Woolloomooloo,51
Five Dock - Abbotsford,Potts Point - Woolloomooloo,71
Balmain,Potts Point - Woolloomooloo,53
Leichhardt - Annandale,Potts Point - Woolloomooloo,98
Lilyfield - Rozelle,Potts Point - Woolloomooloo,67
Ashfield,Potts Point - Woolloomooloo,74
Burwood - Croydon,Potts Point - Woolloomooloo,54
Canterbury (North) - Ashbury,Potts Point - Woolloomooloo,19
Croydon Park - Enfield,Potts Point - Woolloomooloo,36
Dulwich Hill - Lewisham,Potts Point - Woolloomooloo,52
Haberfield - Summer Hill,Potts Point - Woolloomooloo,66
Homebush,Potts Point - Woolloomooloo,88
Strathfield,Potts Point - Woolloomooloo,61
Chatswood (East) - Artarmon,Potts Point - Woolloomooloo,52
Chatswood (West) - Lane Cove North,Potts Point - Woolloomooloo,57
Lane Cove - Greenwich,Potts Point - Woolloomooloo,62
St Leonards - Naremburn,Potts Point - Woolloomooloo,41
Willoughby - Castle Cove - Northbridge,Potts Point - Woolloomooloo,54
Asquith - Mount Colah,Potts Point - Woolloomooloo,23
Berowra - Brooklyn - Cowan,Potts Point - Woolloomooloo,15
Hornsby - Waitara,Potts Point - Woolloomooloo,38
Normanhurst - Thornleigh - Westleigh,Potts Point - Woolloomooloo,26
Gordon - Killara,Potts Point - Woolloomooloo,35
Lindfield - Roseville,Potts Point - Woolloomooloo,46
Pymble,Potts Point - Woolloomooloo,24
St Ives,Potts Point - Woolloomooloo,23
Turramurra,Potts Point - Woolloomooloo,34
Wahroonga - Warrawee,Potts Point - Woolloomooloo,22
Cremorne - Cammeray,Potts Point - Woolloomooloo,90
Crows Nest - Waverton,Potts Point - Woolloomooloo,90
Mosman,Potts Point - Woolloomooloo,70
Neutral Bay - Kirribilli,Potts Point - Woolloomooloo,81
North Sydney - Lavender Bay,Potts Point - Woolloomooloo,41
Balgowlah - Clontarf - Seaforth,Potts Point - Woolloomooloo,55
Manly - Fairlight,Potts Point - Woolloomooloo,43
Avalon - Palm Beach,Potts Point - Woolloomooloo,28
Bayview - Elanora Heights,Potts Point - Woolloomooloo,15
Newport - Bilgola,Potts Point - Woolloomooloo,16
Warriewood - Mona Vale,Potts Point - Woolloomooloo,30
Beacon Hill - Narraweena,Potts Point - Woolloomooloo,21
Cromer,Potts Point - Woolloomooloo,21
Dee Why - North Curl Curl,Potts Point - Woolloomooloo,37
Forestville - Killarney Heights,Potts Point - Woolloomooloo,21
Frenchs Forest - Belrose,Potts Point - Woolloomooloo,28
Freshwater - Brookvale,Potts Point - Woolloomooloo,46
Manly Vale - Allambie Heights,Potts Point - Woolloomooloo,27
Narrabeen - Collaroy,Potts Point - Woolloomooloo,41
Terrey Hills - Duffys Forest,Potts Point - Woolloomooloo,3
Camden - Ellis Lane,Potts Point - Woolloomooloo,5
Elderslie - Harrington Park,Potts Point - Woolloomooloo,6
Mount Annan - Currans Hill,Potts Point - Woolloomooloo,8
Bradbury - Wedderburn,Potts Point - Woolloomooloo,7
Campbelltown - Woodbine,Potts Point - Woolloomooloo,7
Claymore - Eagle Vale - Raby,Potts Point - Woolloomooloo,10
Ingleburn - Denham Court,Potts Point - Woolloomooloo,21
Leumeah - Minto Heights,Potts Point - Woolloomooloo,12
Macquarie Fields - Glenfield,Potts Point - Woolloomooloo,30
Minto - St Andrews,Potts Point - Woolloomooloo,21
Rosemeadow - Glen Alpine,Potts Point - Woolloomooloo,6
Douglas Park - Appin,Potts Point - Woolloomooloo,6
Picton - Tahmoor - Buxton,Potts Point - Woolloomooloo,9
Blaxland - Warrimoo - Lapstone,Potts Point - Woolloomooloo,13
Katoomba - Leura,Potts Point - Woolloomooloo,9
Lawson - Hazelbrook - Linden,Potts Point - Woolloomooloo,4
Springwood - Winmalee,Potts Point - Woolloomooloo,12
Castlereagh - Cranebrook,Potts Point - Woolloomooloo,3
Emu Plains - Leonay,Potts Point - Woolloomooloo,3
Glenmore Park - Regentville,Potts Point - Woolloomooloo,10
Jamisontown - South Penrith,Potts Point - Woolloomooloo,3
Kingswood - Werrington,Potts Point - Woolloomooloo,7
Mulgoa - Luddenham - Orchard Hills,Potts Point - Woolloomooloo,4
Penrith,Potts Point - Woolloomooloo,6
Warragamba - Silverdale,Potts Point - Woolloomooloo,3
Richmond - Clarendon,Potts Point - Woolloomooloo,9
Windsor - Bligh Park,Potts Point - Woolloomooloo,8
Erskine Park,Potts Point - Woolloomooloo,4
St Clair,Potts Point - Woolloomooloo,8
St Marys - Colyton,Potts Point - Woolloomooloo,18
Auburn,Potts Point - Woolloomooloo,33
Homebush Bay - Silverwater,Potts Point - Woolloomooloo,37
Lidcombe - Regents Park,Potts Point - Woolloomooloo,30
Carlingford,Potts Point - Woolloomooloo,48
Ermington - Rydalmere,Potts Point - Woolloomooloo,41
Oatlands - Dundas Valley,Potts Point - Woolloomooloo,24
Chester Hill - Sefton,Potts Point - Woolloomooloo,8
Fairfield - East,Potts Point - Woolloomooloo,8
Granville - Clyde,Potts Point - Woolloomooloo,18
Greystanes - Pemulwuy,Potts Point - Woolloomooloo,22
Guildford - South Granville,Potts Point - Woolloomooloo,8
Guildford West - Merrylands West,Potts Point - Woolloomooloo,13
Merrylands - Holroyd,Potts Point - Woolloomooloo,31
Girraween - Westmead,Potts Point - Woolloomooloo,37
North Parramatta,Potts Point - Woolloomooloo,28
North Rocks,Potts Point - Woolloomooloo,6
Northmead,Potts Point - Woolloomooloo,22
Parramatta - Rosehill,Potts Point - Woolloomooloo,39
Toongabbie - Constitution Hill,Potts Point - Woolloomooloo,20
Winston Hills,Potts Point - Woolloomooloo,12
Epping - North Epping,Potts Point - Woolloomooloo,42
Pennant Hills - Cheltenham,Potts Point - Woolloomooloo,35
Eastwood - Denistone,Potts Point - Woolloomooloo,40
Gladesville - Huntleys Point,Potts Point - Woolloomooloo,32
Hunters Hill - Woolwich,Potts Point - Woolloomooloo,17
Macquarie Park - Marsfield,Potts Point - Woolloomooloo,37
North Ryde - East Ryde,Potts Point - Woolloomooloo,30
Ryde - Putney,Potts Point - Woolloomooloo,56
West Ryde - Meadowbank,Potts Point - Woolloomooloo,27
Ashcroft - Busby - Miller,Potts Point - Woolloomooloo,4
Badgerys Creek - Greendale,Potts Point - Woolloomooloo,3
Cobbitty - Leppington,Potts Point - Woolloomooloo,4
Green Valley - Cecil Hills,Potts Point - Woolloomooloo,12
Hoxton Park - Horningsea Park,Potts Point - Woolloomooloo,8
Bonnyrigg Heights - Bonnyrigg,Potts Point - Woolloomooloo,6
Bossley Park - Abbotsbury,Potts Point - Woolloomooloo,9
Cabramatta - Lansvale,Potts Point - Woolloomooloo,3
Cabramatta West - Mount Pritchard,Potts Point - Woolloomooloo,6
Canley Vale - Canley Heights,Potts Point - Woolloomooloo,10
Edensor Park,Potts Point - Woolloomooloo,3
Fairfield,Potts Point - Woolloomooloo,12
Fairfield - West,Potts Point - Woolloomooloo,6
Greenfield Park - Prairiewood,Potts Point - Woolloomooloo,6
Smithfield - Wetherill Park,Potts Point - Woolloomooloo,11
St Johns Park - Wakeley,Potts Point - Woolloomooloo,4
Casula,Potts Point - Woolloomooloo,9
Chipping Norton - Moorebank,Potts Point - Woolloomooloo,12
Holsworthy - Wattle Grove,Potts Point - Woolloomooloo,49
Liverpool - Warwick Farm,Potts Point - Woolloomooloo,15
Prestons - Lurnea,Potts Point - Woolloomooloo,19
Caringbah - Lilli Pilli,Potts Point - Woolloomooloo,70
Cronulla - Kurnell - Bundeena,Potts Point - Woolloomooloo,85
Gymea - Grays Point,Potts Point - Woolloomooloo,38
Miranda - Yowie Bay,Potts Point - Woolloomooloo,54
Sylvania - Taren Point,Potts Point - Woolloomooloo,33
Engadine - Loftus,Potts Point - Woolloomooloo,48
Heathcote - Waterfall,Potts Point - Woolloomooloo,13
Illawong - Alfords Point,Potts Point - Woolloomooloo,11
Menai - Lucas Heights - Woronora,Potts Point - Woolloomooloo,25
Oyster Bay - Como - Jannali,Potts Point - Woolloomooloo,59
Sutherland - Kirrawee,Potts Point - Woolloomooloo,52
No Usual Address (NSW),Potts Point - Woolloomooloo,26
Queanbeyan,Pyrmont - Ultimo,3
Jindabyne - Berridale,Pyrmont - Ultimo,3
Avoca Beach - Copacabana,Pyrmont - Ultimo,19
Box Head - MacMasters Beach,Pyrmont - Ultimo,21
Calga - Kulnura,Pyrmont - Ultimo,12
Erina - Green Point,Pyrmont - Ultimo,29
Gosford - Springfield,Pyrmont - Ultimo,53
Kariong,Pyrmont - Ultimo,19
Kincumber - Picketts Valley,Pyrmont - Ultimo,5
Narara,Pyrmont - Ultimo,14
Niagara Park - Lisarow,Pyrmont - Ultimo,24
Point Clare - Koolewong,Pyrmont - Ultimo,22
Saratoga - Davistown,Pyrmont - Ultimo,8
Terrigal - North Avoca,Pyrmont - Ultimo,19
Umina - Booker Bay - Patonga,Pyrmont - Ultimo,62
Wamberal - Forresters Beach,Pyrmont - Ultimo,3
Woy Woy - Blackwall,Pyrmont - Ultimo,35
